10:54:03, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
10:55:53, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
10:56:57, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
10:57:31, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
10:58:05, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
10:58:39, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
10:59:14, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
10:59:58, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
11:00:44, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
11:01:34, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
11:06:41, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
11:07:15, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
11:07:50, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
11:08:27, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
11:09:24, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
11:25:02, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
11:25:58, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
11:26:55, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
11:27:41, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
11:28:37, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
11:29:33, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
11:30:30, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
11:31:26, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
11:32:22, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
11:33:28, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
11:34:33, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
11:35:38, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
11:36:44, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
11:37:49, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
11:38:54, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
11:40:00, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
11:41:05, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
11:42:10, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
11:43:15, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
11:44:20, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
11:45:17, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
11:46:14, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
11:47:09, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
11:48:05, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
11:49:10, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
11:50:15, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
11:51:20, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
11:52:26, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
11:53:31, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
11:54:36, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
11:55:41, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
11:56:47, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
11:57:52, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
11:58:58, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
12:00:03, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
12:01:08, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
12:02:13, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
12:03:28, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
12:04:23, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
12:05:20, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
12:06:16, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
12:07:22, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
12:08:32, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
13:41:12, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
13:42:26, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
13:43:40, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
