10:54:03, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
13:44:55, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
13:46:09, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
13:47:24, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
13:48:38, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
13:49:52, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
13:51:07, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
13:52:21, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
13:53:35, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
13:54:50, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
13:56:04, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
13:57:18, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
13:58:33, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
13:59:47, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
14:01:02, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
14:02:16, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
14:03:30, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
14:04:45, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
14:05:59, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
14:07:13, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
14:08:28, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
14:09:42, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
14:10:57, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
14:12:11, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
14:13:25, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
14:14:40, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
14:15:54, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
14:17:00, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
14:18:14, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
14:19:29, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
14:20:43, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
14:21:57, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
14:23:12, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
14:24:26, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
14:25:41, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
14:26:55, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
14:28:09, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
14:29:24, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
14:30:38, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
14:31:52, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
14:33:07, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
14:34:21, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
14:35:36, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
14:36:50, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
14:38:04, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
14:39:19, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
14:40:33, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
14:41:47, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
14:43:02, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
14:44:16, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
14:45:30, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
14:46:45, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
14:47:59, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
14:49:14, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
14:50:28, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
14:51:42, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
14:52:57, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
14:54:11, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
14:55:25, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
14:56:40, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
14:57:54, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
14:59:27, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
15:00:42, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
15:01:56, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
15:03:40, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
15:04:55, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
15:05:34, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
15:06:43, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
15:07:34, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
15:08:14, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
15:09:05, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
15:09:35, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
15:14:03, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
15:16:35, 1 packets transmitted, 0 received, 100% packet loss, time 0ms,
